Hour,Grid_kVA
7328,59.381553333333336
7329,42.43803333333334
7330,42.43803333333334
7331,40.63003333333333
7332,40.63003333333333
7333,42.169533333333334
7334,34.60203333333333
7335,34.60203333333333
7336,29.688033333333333
7337,29.688033333333333
7338,42.11103333333333
7339,42.11103333333333
7340,25.698033333333335
7341,25.698033333333335
7342,27.506033333333335
7343,27.506033333333335
7344,49.94703333333333
7345,56.66955333333333
7346,56.66955333333333
7347,59.381553333333336
7348,59.381553333333336
7349,59.381553333333336
7350,59.381553333333336
7351,59.381553333333336
7352,59.381553333333336
7353,57.573033333333335
7354,57.573033333333335
7355,55.765033333333335
7356,55.765033333333335
7357,49.73703333333333
7358,49.73703333333333
7359,49.73703333333333
7360,44.82303333333333
7361,44.82303333333333
7362,42.11103333333333
7363,42.11103333333333
7364,25.698033333333335
7365,25.698033333333335
7366,27.506033333333335
7367,27.506033333333335
7368,49.94703333333333
7369,56.66955333333333
7370,54.86155333333333
7371,59.381553333333336
7372,59.381553333333336
7373,59.381553333333336
7374,59.381553333333336
7375,59.381553333333336
7376,59.381553333333336
7377,57.573033333333335
7378,57.573033333333335
7379,55.765033333333335
7380,55.765033333333335
7381,49.73703333333333
7382,49.73703333333333
7383,49.73703333333333
7384,44.82303333333333
7385,44.82303333333333
7386,42.11103333333333
7387,42.11103333333333
7388,25.698033333333335
7389,25.698033333333335
7390,27.506033333333335
7391,27.506033333333335
7392,49.94703333333333
7393,59.381553333333336
7394,59.381553333333336
7395,59.381553333333336
7396,59.381553333333336
7397,59.381553333333336
7398,59.381553333333336
7399,59.381553333333336
7400,59.381553333333336
7401,40.63003333333333
7402,40.63003333333333
7403,40.63003333333333
7404,40.63003333333333
7405,42.169533333333334
7406,34.60203333333333
7407,34.60203333333333
7408,34.60203333333333
7409,34.60203333333333
7410,49.73703333333333
7411,48.83303333333333
7412,39.79103333333333
7413,39.79103333333333
7414,39.79103333333333
7415,39.79103333333333
7416,54.86103333333333
7417,59.381553333333336
7418,59.381553333333336
7419,59.381553333333336
7420,59.381553333333336
7421,59.381553333333336
7422,59.381553333333336
7423,59.381553333333336
7424,59.381553333333336
7425,40.63003333333333
7426,40.63003333333333
7427,40.63003333333333
7428,40.63003333333333
7429,42.169533333333334
7430,34.60203333333333
7431,34.60203333333333
7432,34.60203333333333
7433,34.60203333333333
7434,49.73703333333333
7435,48.83303333333333
7436,39.79103333333333
7437,39.79103333333333
7438,39.79103333333333
7439,39.79103333333333
7440,54.86103333333333
7441,59.381553333333336
7442,59.381553333333336
7443,59.381553333333336
7444,59.381553333333336
7445,59.381553333333336
7446,59.381553333333336
7447,59.381553333333336
7448,59.381553333333336
7449,40.63003333333333
7450,40.63003333333333
7451,40.63003333333333
7452,40.63003333333333
7453,42.169533333333334
7454,34.60203333333333
7455,34.60203333333333
7456,26.976033333333334
7457,26.976033333333334
7458,42.11103333333333
7459,42.11103333333333
7460,27.506033333333335
7461,27.506033333333335
7462,27.506033333333335
7463,27.506033333333335
7464,48.13903333333333
7465,59.381553333333336
7466,59.381553333333336
7467,59.381553333333336
7468,59.381553333333336
7469,59.381553333333336
7470,59.381553333333336
7471,59.381553333333336
7472,59.381553333333336
7473,40.63003333333333
7474,40.63003333333333
7475,40.63003333333333
7476,40.63003333333333
7477,42.169533333333334
7478,34.60203333333333
7479,34.60203333333333
7480,33.69803333333333
7481,33.69803333333333
7482,48.83303333333333
7483,48.83303333333333
7484,39.79103333333333
7485,39.79103333333333
7486,39.79103333333333
7487,39.79103333333333
7488,54.86103333333333
7489,56.66955333333333
7490,56.66955333333333
7491,59.381553333333336
7492,59.381553333333336
7493,59.381553333333336
7494,59.381553333333336
7495,59.381553333333336
7496,59.381553333333336
7497,42.43803333333334
7498,42.43803333333334
7499,40.63003333333333
7500,40.63003333333333
7501,42.169533333333334
7502,34.60203333333333
7503,34.60203333333333
7504,29.688033333333333
7505,29.688033333333333
7506,42.11103333333333
7507,42.11103333333333
7508,25.698033333333335
7509,25.698033333333335
7510,27.506033333333335
7511,27.506033333333335
7512,49.94703333333333
7513,56.66955333333333
7514,56.66955333333333
7515,59.381553333333336
7516,59.381553333333336
7517,59.381553333333336
7518,59.381553333333336
7519,59.381553333333336
7520,59.381553333333336
7521,57.573033333333335
7522,57.573033333333335
7523,55.765033333333335
7524,55.765033333333335
7525,49.73703333333333
7526,49.73703333333333
7527,49.73703333333333
7528,44.82303333333333
7529,44.82303333333333
7530,42.11103333333333
7531,42.11103333333333
7532,25.698033333333335
7533,25.698033333333335
7534,27.506033333333335
7535,27.506033333333335
7536,49.94703333333333
7537,56.66955333333333
7538,54.86155333333333
7539,59.381553333333336
7540,59.381553333333336
7541,59.381553333333336
7542,59.381553333333336
7543,59.381553333333336
7544,59.381553333333336
7545,57.573033333333335
7546,57.573033333333335
7547,55.765033333333335
7548,55.765033333333335
7549,49.73703333333333
7550,49.73703333333333
7551,49.73703333333333
7552,44.82303333333333
7553,44.82303333333333
7554,42.11103333333333
7555,42.11103333333333
7556,25.698033333333335
7557,25.698033333333335
7558,27.506033333333335
7559,27.506033333333335
7560,49.94703333333333
7561,59.381553333333336
7562,59.381553333333336
7563,59.381553333333336
7564,59.381553333333336
7565,59.381553333333336
7566,59.381553333333336
7567,59.381553333333336
7568,59.381553333333336
7569,40.63003333333333
7570,40.63003333333333
7571,40.63003333333333
7572,40.63003333333333
7573,42.169533333333334
7574,34.60203333333333
7575,34.60203333333333
7576,34.60203333333333
7577,34.60203333333333
7578,49.73703333333333
7579,48.83303333333333
7580,39.79103333333333
7581,39.79103333333333
7582,39.79103333333333
7583,39.79103333333333
7584,54.86103333333333
7585,59.381553333333336
7586,59.381553333333336
7587,59.381553333333336
7588,59.381553333333336
7589,59.381553333333336
7590,59.381553333333336
7591,59.381553333333336
7592,59.381553333333336
7593,40.63003333333333
7594,40.63003333333333
7595,40.63003333333333
7596,40.63003333333333
7597,42.169533333333334
7598,34.60203333333333
7599,34.60203333333333
7600,34.60203333333333
7601,34.60203333333333
7602,49.73703333333333
7603,48.83303333333333
7604,39.79103333333333
7605,39.79103333333333
7606,39.79103333333333
7607,39.79103333333333
7608,54.86103333333333
7609,59.381553333333336
7610,59.381553333333336
7611,59.381553333333336
7612,59.381553333333336
7613,59.381553333333336
7614,59.381553333333336
7615,59.381553333333336
7616,59.381553333333336
7617,40.63003333333333
7618,40.63003333333333
7619,40.63003333333333
7620,40.63003333333333
7621,42.169533333333334
